RowId,YearStart,YearEnd,LocationAbbr,state,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2019~2022~9004~Q42~TCC04~AGE~RACE,2019,2022,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,51.0,51.0,&,Regional estimates may not represent all states in the region,37.8,64.0,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC04,Q42,9004,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~42~Q42~TCC04~AGE~GENDER,2019,2022,PA,Pennsylvania,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,40.1,40.1,,,26.6,55.4,Age Group,65 years or older,Gender,Female,POINT (-77.86070029 40.79373015),C06,TCC04,Q42,42,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~40~Q42~TCC04~AGE~RACE,2019,2022,OK,Oklahoma,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-97.52107021 35.47203136),C06,TCC04,Q42,40,AGE,65PLUS,RACE,NAA
BRFSS~2019~2022~53~Q42~TCC04~AGE~RACE,2019,2022,WA,Washington,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-120.4700108 47.52227863),C06,TCC04,Q42,53,AGE,65PLUS,RACE,BLK
BRFSS~2019~2022~9001~Q31~TCC02~AGE~RACE,2019,2022,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,26.6,26.6,&,Regional estimates may not represent all states in the region,21.8,32.0,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,C06,TCC02,Q31,9001,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~72~Q42~TCC04~AGE~GENDER,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,60.4,60.4,,,45.4,73.6,Age Group,Overall,Gender,Female,POINT (-66.590149 18.220833),C06,TCC04,Q42,72,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2019~2022~31~Q42~TCC04~AGE~RACE,2019,2022,NE,Nebraska,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,45.0,45.0,,,38.7,51.4,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062 41.64104099),C06,TCC04,Q42,31,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~9003~Q31~TCC02~AGE~RACE,2019,2022,SOU,South,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,31.6,31.6,&,Regional estimates may not represent all states in the region,16.0,52.9,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9003,AGE,65PLUS,RACE,NAA
BRFSS~2019~2022~27~Q42~TCC04~AGE~GENDER,2019,2022,MN,Minnesota,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,32.8,32.8,,,26.2,40.1,Age Group,65 years or older,Gender,Male,POINT (-94.7942005 46.35564874),C06,TCC04,Q42,27,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~39~Q42~TCC04~AGE~OVERALL,2019,2022,OH,Ohio,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,43.4,43.4,,,36.9,50.1,Age Group,65 years or older,,,POINT (-82.40426006 40.06021014),C06,TCC04,Q42,39,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~9003~Q30~TCC01~AGE~RACE,2019,2022,SOU,South,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,13.1,13.1,&,Regional estimates may not represent all states in the region,11.5,14.9,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9003,AGE,5064,RACE,BLK
BRFSS~2019~2022~26~Q42~TCC04~AGE~OVERALL,2019,2022,MI,Michigan,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,47.2,47.2,,,41.3,53.2,Age Group,Overall,,,POINT (-84.71439027 44.66131954),C06,TCC04,Q42,26,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~9002~Q31~TCC02~AGE~GENDER,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,48.0,48.0,,,42.9,53.1,Age Group,50-64 years,Gender,Female,,C06,TCC02,Q31,9002,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~21~Q42~TCC04~AGE~RACE,2019,2022,KY,Kentucky,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-84.77497105 37.64597027),C06,TCC04,Q42,21,AGE,65PLUS,RACE,HIS
BRFSS~2019~2022~06~Q42~TCC04~AGE~GENDER,2019,2022,CA,California,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,40.4,40.4,,,24.3,58.9,Age Group,50-64 years,Gender,Female,POINT (-120.9999995 37.63864012),C06,TCC04,Q42,6,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~22~Q42~TCC04~AGE~RACE,2019,2022,LA,Louisiana,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,45.0,45.0,,,33.6,56.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-92.44568007 31.31266064),C06,TCC04,Q42,22,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~37~Q41~TCC03~AGE~OVERALL,2019,2022,NC,North Carolina,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,43.4,43.4,,,34.5,52.8,Age Group,Overall,,,POINT (-79.15925046 35.46622098),C06,TCC03,Q41,37,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~9004~Q42~TCC04~AGE~GENDER,2019,2022,WEST,West,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,32.4,32.4,&,Regional estimates may not represent all states in the region,25.9,39.7,Age Group,65 years or older,Gender,Male,,C06,TCC04,Q42,9004,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~17~Q42~TCC04~AGE~RACE,2019,2022,IL,Illinois,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,POINT (-88.99771018 40.48501028),C06,TCC04,Q42,17,AGE,65PLUS,RACE,NAA
BRFSS~2019~2022~10~Q42~TCC04~AGE~RACE,2019,2022,DE,Delaware,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-75.57774117 39.00883067),C06,TCC04,Q42,10,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~9003~Q41~TCC03~AGE~RACE,2019,2022,SOU,South,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,27.0,27.0,&,Regional estimates may not represent all states in the region,24.3,29.8,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",,C06,TCC03,Q41,9003,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~38~Q42~TCC04~AGE~OVERALL,2019,2022,ND,North Dakota,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,39.1,39.1,,,27.8,51.6,Age Group,50-64 years,,,POINT (-100.118421 47.47531978),C06,TCC04,Q42,38,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~9002~Q30~TCC01~AGE~RACE,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,10.5,10.5,&,Regional estimates may not represent all states in the region,8.0,13.6,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9002,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2019~2022~02~Q42~TCC04~AGE~OVERALL,2019,2022,AK,Alaska,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,36.9,36.9,,,24.1,51.8,Age Group,65 years or older,,,POINT (-147.722059 64.84507996),C06,TCC04,Q42,2,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~9002~Q41~TCC03~AGE~GENDER,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,39.8,39.8,,,34.8,45.0,Age Group,50-64 years,Gender,Female,,C06,TCC03,Q41,9002,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~02~Q42~TCC04~AGE~RACE,2019,2022,AK,Alaska,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,43.4,43.4,,,30.9,56.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-147.722059 64.84507996),C06,TCC04,Q42,2,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~9002~Q30~TCC01~AGE~OVERALL,2019,2022,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,10.9,10.9,,,10.3,11.6,Age Group,65 years or older,,,,C06,TCC01,Q30,9002,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~44~Q42~TCC04~AGE~OVERALL,2019,2022,RI,Rhode Island,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,50.4,50.4,,,43.3,57.5,Age Group,Overall,,,POINT (-71.52247031 41.70828019),C06,TCC04,Q42,44,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~13~Q42~TCC04~AGE~RACE,2019,2022,GA,Georgia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,31.9,31.9,,,24.8,39.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-83.62758035 32.83968109),C06,TCC04,Q42,13,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~28~Q42~TCC04~AGE~GENDER,2019,2022,MS,Mississippi,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,47.0,47.0,,,38.5,55.6,Age Group,65 years or older,Gender,Female,POINT (-89.53803082 32.7455101),C06,TCC04,Q42,28,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~9001~Q31~TCC02~AGE~RACE,2019,2022,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.9,46.9,&,Regional estimates may not represent all states in the region,30.5,63.9,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC02,Q31,9001,AGE,5064,RACE,BLK
BRFSS~2019~2022~59~Q30~TCC01~AGE~RACE,2019,2022,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,15.7,15.7,#,Fewer than 50 States reporting,10.4,22.9,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC01,Q30,59,AGE,65PLUS,RACE,ASN
BRFSS~2019~2022~72~Q31~TCC02~AGE~OVERALL,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,61.0,61.0,,,46.3,74.0,Age Group,Overall,,,POINT (-66.590149 18.220833),C06,TCC02,Q31,72,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~9004~Q41~TCC03~AGE~RACE,2019,2022,WEST,West,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,20.1,20.1,&,Regional estimates may not represent all states in the region,5.2,53.7,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC03,Q41,9004,AGE,65PLUS,RACE,BLK
BRFSS~2019~2022~72~Q42~TCC04~AGE~RACE,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,54.3,54.3,,,37.4,70.3,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),C06,TCC04,Q42,72,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~24~Q42~TCC04~AGE~RACE,2019,2022,MD,Maryland,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-76.60926011 39.29058096),C06,TCC04,Q42,24,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2019~2022~59~Q41~TCC03~AGE~GENDER,2019,2022,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,27.2,27.2,#,Fewer than 50 States reporting,24.4,30.1,Age Group,65 years or older,Gender,Male,,C06,TCC03,Q41,59,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~59~Q41~TCC03~AGE~RACE,2019,2022,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,50.4,50.4,#,Fewer than 50 States reporting,38.5,62.3,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC03,Q41,59,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2019~2022~72~Q42~TCC04~AGE~GENDER,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,50.2,50.2,,,26.7,73.5,Age Group,Overall,Gender,Male,POINT (-66.590149 18.220833),C06,TCC04,Q42,72,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~9003~Q42~TCC04~AGE~GENDER,2019,2022,SOU,South,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,44.4,44.4,,,40.5,48.4,Age Group,50-64 years,Gender,Male,,C06,TCC04,Q42,9003,AGE,5064,GENDER,MALE
BRFSS~2019~2022~72~Q41~TCC03~AGE~GENDER,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Gender,Female,POINT (-66.590149 18.220833),C06,TCC03,Q41,72,AGE,5064,GENDER,FEMALE
BRFSS~2019~2022~9001~Q31~TCC02~AGE~RACE,2019,2022,NRE,Northeast,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,66.6,66.6,&,Regional estimates may not represent all states in the region,53.7,77.4,Age Group,Overall,Race/Ethnicity,Hispanic,,C06,TCC02,Q31,9001,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2019~2022~72~Q30~TCC01~AGE~GENDER,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,8.8,8.8,,,5.5,14.0,Age Group,Overall,Gender,Male,POINT (-66.590149 18.220833),C06,TCC01,Q30,72,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~11~Q42~TCC04~AGE~OVERALL,2019,2022,DC,District of Columbia,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,27.8,27.8,,,19.2,38.3,Age Group,65 years or older,,,POINT (-77.036871 38.907192),C06,TCC04,Q42,11,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2019~2022~59~Q42~TCC04~AGE~GENDER,2019,2022,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,44.5,44.5,#,Fewer than 50 States reporting,42.1,46.9,Age Group,65 years or older,Gender,Female,,C06,TCC04,Q42,59,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~9003~Q31~TCC02~AGE~GENDER,2019,2022,SOU,South,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,38.9,38.9,,,35.5,42.4,Age Group,65 years or older,Gender,Female,,C06,TCC02,Q31,9003,AGE,65PLUS,GENDER,FEMALE
BRFSS~2019~2022~9001~Q30~TCC01~AGE~OVERALL,2019,2022,NRE,Northeast,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,10.0,10.0,&,Regional estimates may not represent all states in the region,9.0,11.1,Age Group,50-64 years,,,,C06,TCC01,Q30,9001,AGE,5064,OVERALL,OVERALL
BRFSS~2019~2022~72~Q30~TCC01~AGE~RACE,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,7.6,7.6,,,5.9,9.7,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-66.590149 18.220833),C06,TCC01,Q30,72,AGE,5064,RACE,HIS
BRFSS~2019~2022~36~Q42~TCC04~AGE~RACE,2019,2022,NY,New York,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-75.54397043 42.82700103),C06,TCC04,Q42,36,AGE,65PLUS,RACE,ASN
BRFSS~2019~2022~42~Q42~TCC04~AGE~OVERALL,2019,2022,PA,Pennsylvania,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,45.1,45.1,,,37.9,52.4,Age Group,Overall,,,POINT (-77.86070029 40.79373015),C06,TCC04,Q42,42,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2019~2022~49~Q42~TCC04~AGE~RACE,2019,2022,UT,Utah,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-111.5871306 39.36070017),C06,TCC04,Q42,49,AGE,5064,RACE,ASN
BRFSS~2019~2022~53~Q42~TCC04~AGE~GENDER,2019,2022,WA,Washington,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,44.4,44.4,,,37.0,52.1,Age Group,Overall,Gender,Male,POINT (-120.4700108 47.52227863),C06,TCC04,Q42,53,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~42~Q42~TCC04~AGE~RACE,2019,2022,PA,Pennsylvania,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,36.8,36.8,,,26.8,48.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-77.86070029 40.79373015),C06,TCC04,Q42,42,AGE,65PLUS,RACE,WHT
BRFSS~2019~2022~28~Q41~TCC03~AGE~GENDER,2019,2022,MS,Mississippi,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,43.8,43.8,,,36.2,51.6,Age Group,Overall,Gender,Male,POINT (-89.53803082 32.7455101),C06,TCC03,Q41,28,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2019~2022~21~Q41~TCC03~AGE~RACE,2019,2022,KY,Kentucky,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,38.6,38.6,,,30.7,47.1,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-84.77497105 37.64597027),C06,TCC03,Q41,21,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~10~Q42~TCC04~AGE~RACE,2019,2022,DE,Delaware,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,42.9,42.9,,,31.5,55.1,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-75.57774117 39.00883067),C06,TCC04,Q42,10,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2019~2022~01~Q42~TCC04~AGE~GENDER,2019,2022,AL,Alabama,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,31.9,31.9,,,23.0,42.4,Age Group,65 years or older,Gender,Male,POINT (-86.63186076 32.84057112),C06,TCC04,Q42,1,AGE,65PLUS,GENDER,MALE
BRFSS~2019~2022~72~Q42~TCC04~AGE~OVERALL,2019,2022,PR,Puerto Rico,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,,,POINT (-66.590149 18.220833),C06,TCC04,Q42,72,AGE,65PLUS,OVERALL,OVERALL
